,pretrained_model,dataset_type,epoch,log,evaluate,precision,recall,ap
0,icdar19,type_all,36,[],train,"[1.   1.   1.   1.   1.   0.83 0.86 0.88 0.89 0.9  0.91 0.92 0.92 0.86
 0.8  0.81 0.82 0.78 0.79 0.8  0.81 0.77 0.78 0.79 0.8  0.81 0.81 0.82
 0.83 0.83 0.84 0.84 0.85 0.85 0.86 0.86 0.86 0.87 0.87 0.85 0.83 0.83
 0.81 0.82 0.8  0.8  0.81 0.81 0.82 0.82 0.8  0.81 0.81 0.81 0.82 0.82
 0.82 0.83 0.83 0.83 0.84 0.84 0.84 0.83 0.83 0.83 0.84 0.84 0.84 0.84
 0.85 0.85 0.84 0.84 0.84 0.84 0.84 0.83 0.84 0.82 0.83 0.83 0.83 0.83
 0.84 0.84 0.84 0.84 0.84 0.84 0.85 0.85 0.85 0.85 0.85 0.84 0.85 0.85
 0.85 0.85 0.85 0.85 0.85 0.86 0.86 0.86 0.86 0.86 0.86 0.86 0.86 0.87
 0.87 0.87 0.87 0.87 0.86 0.86 0.87 0.87 0.87 0.87 0.87 0.87 0.87 0.87
 0.87 0.87 0.87 0.87 0.87 0.87 0.87 0.87 0.87 0.88 0.88 0.88 0.88 0.88
 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88
 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88
 0.88 0.88 0.88 0.88 0.88 0.89 0.89 0.89 0.89 0.89 0.89 0.89 0.89 0.89
 0.89 0.89 0.89 0.89 0.89 0.89 0.88 0.88 0.88 0.89 0.89 0.89 0.89 0.89
 0.89 0.89 0.89 0.89 0.89 0.89 0.89 0.89 0.89 0.89 0.89 0.89 0.89 0.89
 0.89 0.89 0.89 0.89 0.89 0.89 0.89 0.89 0.89 0.9  0.9  0.9  0.9  0.9
 0.9  0.9  0.9  0.9  0.9  0.9  0.89 0.89 0.89 0.89 0.89 0.89 0.89 0.89
 0.89 0.89 0.89 0.89 0.89 0.89 0.89 0.89 0.89 0.89 0.89 0.89 0.88 0.88
 0.89 0.89 0.89 0.89 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88
 0.88 0.88 0.88 0.87 0.87 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88
 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88
 0.88 0.88 0.88 0.88 0.87 0.87 0.87 0.87 0.87 0.87 0.87 0.87 0.87 0.87
 0.87 0.87 0.87 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88
 0.87 0.87 0.87 0.87 0.87 0.87 0.86 0.86 0.86 0.86 0.85 0.85 0.85 0.85
 0.85 0.84 0.84 0.84 0.84 0.83 0.83 0.83 0.83 0.82 0.82 0.82 0.82 0.81
 0.81 0.81 0.81 0.81 0.8  0.8  0.8  0.8  0.79 0.79 0.79 0.79 0.79 0.78
 0.78 0.78 0.78 0.77 0.77 0.77 0.77 0.77 0.76 0.76 0.76 0.76 0.76 0.75
 0.75 0.75 0.75 0.75 0.74 0.74 0.74 0.74 0.74 0.73 0.73 0.73 0.73 0.73
 0.73 0.72 0.72 0.72 0.72 0.72 0.71 0.71 0.71 0.71 0.71 0.71 0.7  0.7
 0.7  0.7  0.7  0.7  0.69 0.69 0.69 0.69 0.69 0.69 0.68 0.68 0.68 0.68
 0.68 0.68 0.67 0.67 0.67 0.67 0.67 0.67 0.66 0.66 0.66 0.66 0.66 0.66
 0.66 0.66 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.64 0.64 0.64 0.64
 0.64 0.64]","[0.   0.01 0.01 0.01 0.02 0.02 0.02 0.02 0.02 0.03 0.03 0.03 0.04 0.04
 0.04 0.04 0.04 0.04 0.05 0.05 0.05 0.05 0.06 0.06 0.06 0.06 0.07 0.07
 0.07 0.08 0.08 0.08 0.09 0.09 0.09 0.09 0.1  0.1  0.1  0.1  0.1  0.11
 0.11 0.11 0.11 0.11 0.12 0.12 0.12 0.13 0.13 0.13 0.13 0.13 0.14 0.14
 0.14 0.15 0.15 0.15 0.16 0.16 0.16 0.16 0.17 0.17 0.17 0.17 0.18 0.18
 0.18 0.19 0.19 0.19 0.19 0.2  0.2  0.2  0.2  0.2  0.2  0.21 0.21 0.21
 0.22 0.22 0.22 0.23 0.23 0.23 0.24 0.24 0.24 0.24 0.25 0.25 0.25 0.25
 0.26 0.26 0.26 0.27 0.27 0.27 0.28 0.28 0.28 0.28 0.29 0.29 0.29 0.3
 0.3  0.3  0.31 0.31 0.31 0.31 0.31 0.32 0.32 0.32 0.33 0.33 0.33 0.34
 0.34 0.34 0.34 0.35 0.35 0.35 0.35 0.36 0.36 0.36 0.37 0.37 0.37 0.38
 0.38 0.38 0.39 0.39 0.39 0.39 0.39 0.4  0.4  0.4  0.41 0.41 0.41 0.42
 0.42 0.42 0.42 0.43 0.43 0.43 0.43 0.43 0.44 0.44 0.44 0.45 0.45 0.45
 0.46 0.46 0.46 0.46 0.47 0.47 0.47 0.48 0.48 0.48 0.49 0.49 0.49 0.5
 0.5  0.5  0.5  0.5  0.51 0.51 0.51 0.51 0.52 0.52 0.52 0.53 0.53 0.53
 0.54 0.54 0.54 0.54 0.55 0.55 0.55 0.55 0.56 0.56 0.56 0.57 0.57 0.57
 0.57 0.58 0.58 0.58 0.59 0.59 0.59 0.6  0.6  0.6  0.61 0.61 0.61 0.61
 0.62 0.62 0.62 0.63 0.63 0.63 0.63 0.63 0.64 0.64 0.64 0.64 0.65 0.65
 0.65 0.65 0.66 0.66 0.66 0.67 0.67 0.67 0.67 0.67 0.68 0.68 0.68 0.68
 0.69 0.69 0.69 0.69 0.69 0.7  0.7  0.7  0.7  0.7  0.71 0.71 0.71 0.72
 0.72 0.72 0.72 0.72 0.72 0.73 0.73 0.73 0.74 0.74 0.74 0.75 0.75 0.75
 0.76 0.76 0.76 0.76 0.77 0.77 0.77 0.78 0.78 0.78 0.78 0.78 0.79 0.79
 0.79 0.79 0.8  0.8  0.8  0.8  0.8  0.81 0.81 0.81 0.81 0.82 0.82 0.82
 0.83 0.83 0.83 0.83 0.84 0.84 0.84 0.85 0.85 0.85 0.86 0.86 0.86 0.86
 0.86 0.87 0.87 0.87 0.87 0.87 0.87 0.87 0.87 0.87 0.87 0.87 0.87 0.87
 0.87 0.87 0.87 0.87 0.87 0.87 0.87 0.87 0.87 0.87 0.87 0.87 0.87 0.87
 0.87 0.87 0.87 0.87 0.87 0.87 0.87 0.87 0.87 0.87 0.87 0.87 0.87 0.87
 0.87 0.87 0.87 0.87 0.87 0.87 0.87 0.87 0.87 0.87 0.87 0.87 0.87 0.87
 0.87 0.87 0.87 0.87 0.87 0.87 0.87 0.87 0.87 0.87 0.87 0.87 0.87 0.87
 0.87 0.87 0.87 0.87 0.87 0.87 0.87 0.87 0.87 0.87 0.87 0.87 0.87 0.87
 0.87 0.87 0.87 0.87 0.87 0.87 0.87 0.87 0.87 0.87 0.87 0.87 0.87 0.87
 0.87 0.87 0.87 0.87 0.87 0.87 0.87 0.87 0.87 0.87 0.87 0.87 0.87 0.87
 0.87 0.87 0.87 0.87 0.87 0.87 0.87 0.88 0.88 0.88 0.88 0.88 0.88 0.88
 0.88 0.88]",0.7857
1,icdar19,type_all,36,[],test,"[1.   0.5  0.67 0.75 0.8  0.67 0.71 0.75 0.78 0.8  0.82 0.75 0.77 0.79
 0.8  0.81 0.82 0.83 0.79 0.8  0.81 0.82 0.83 0.79 0.8  0.81 0.81 0.82
 0.83 0.83 0.84 0.84 0.85 0.85 0.86 0.86 0.86 0.87 0.87 0.85 0.85 0.86
 0.86 0.84 0.84 0.85 0.85 0.85 0.86 0.86 0.86 0.87 0.87 0.87 0.87 0.86
 0.86 0.86 0.86 0.87 0.87 0.87 0.87 0.88 0.88 0.86 0.87 0.87 0.87 0.87
 0.87 0.88 0.86 0.86 0.87 0.87 0.87 0.87 0.87 0.88 0.88 0.88 0.88 0.88
 0.87 0.86 0.85 0.84 0.83 0.82 0.81 0.8  0.8  0.79 0.78 0.77 0.76 0.76
 0.75 0.74 0.73 0.73 0.72 0.71 0.7  0.7  0.69 0.69 0.68 0.67 0.67 0.66
 0.65 0.65 0.65 0.65 0.64 0.64 0.63 0.62]","[0.01 0.01 0.02 0.04 0.05 0.05 0.06 0.07 0.08 0.1  0.11 0.11 0.12 0.13
 0.14 0.16 0.17 0.18 0.18 0.19 0.2  0.22 0.23 0.23 0.24 0.25 0.27 0.28
 0.29 0.3  0.31 0.33 0.34 0.35 0.36 0.37 0.39 0.4  0.41 0.41 0.42 0.43
 0.45 0.45 0.46 0.47 0.48 0.49 0.51 0.52 0.53 0.54 0.55 0.57 0.58 0.58
 0.59 0.6  0.61 0.63 0.64 0.65 0.66 0.67 0.69 0.69 0.7  0.71 0.72 0.73
 0.75 0.76 0.76 0.77 0.78 0.8  0.81 0.82 0.83 0.84 0.86 0.87 0.88 0.89
 0.89 0.89 0.89 0.89 0.89 0.89 0.89 0.89 0.89 0.89 0.89 0.89 0.89 0.89
 0.89 0.89 0.89 0.89 0.89 0.89 0.89 0.89 0.89 0.89 0.89 0.89 0.89 0.89
 0.89 0.89 0.9  0.9  0.9  0.9  0.9  0.9 ]",0.7947
2,icdar19,type_all,36,[],unseen,"[1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   1.
 1.   1.   1.   1.   1.   1.   1.   0.95 0.96 0.96 0.96 0.96 0.96 0.96
 0.97 0.97 0.97 0.94 0.94 0.94 0.94 0.94 0.95 0.95 0.95 0.95 0.95 0.95
 0.95 0.93 0.93 0.93 0.94 0.94 0.94 0.94 0.94 0.94 0.94 0.94 0.95 0.95
 0.95 0.95 0.93 0.93 0.93 0.94 0.94 0.94 0.94 0.94 0.94 0.94 0.94 0.94
 0.94 0.94 0.95 0.95 0.95 0.95 0.95 0.95 0.95 0.95 0.95 0.95 0.95 0.94
 0.94 0.94 0.93 0.92 0.92 0.92 0.92 0.92 0.91 0.91 0.92 0.92 0.91 0.91
 0.91 0.91 0.91 0.9  0.9  0.89 0.89 0.88 0.87 0.87 0.86 0.85 0.85 0.84
 0.83 0.82 0.82 0.81 0.8  0.8  0.79 0.78 0.78 0.77 0.76 0.76 0.75 0.75
 0.74 0.73 0.73 0.72 0.72 0.71 0.71 0.7  0.7  0.69 0.69 0.68 0.68 0.67
 0.67 0.66 0.66 0.65 0.65 0.64 0.64]","[0.01 0.02 0.03 0.04 0.05 0.06 0.07 0.07 0.08 0.09 0.1  0.11 0.12 0.13
 0.14 0.15 0.16 0.17 0.18 0.19 0.2  0.2  0.21 0.21 0.22 0.23 0.24 0.25
 0.26 0.27 0.28 0.28 0.29 0.3  0.31 0.32 0.33 0.34 0.35 0.36 0.36 0.37
 0.38 0.38 0.39 0.4  0.41 0.42 0.43 0.44 0.45 0.46 0.47 0.48 0.49 0.5
 0.5  0.51 0.51 0.52 0.53 0.54 0.55 0.56 0.57 0.58 0.59 0.6  0.61 0.62
 0.63 0.64 0.64 0.65 0.66 0.67 0.68 0.69 0.7  0.71 0.72 0.73 0.74 0.74
 0.75 0.76 0.76 0.76 0.77 0.78 0.79 0.79 0.79 0.8  0.81 0.82 0.82 0.83
 0.84 0.85 0.86 0.86 0.87 0.87 0.87 0.87 0.87 0.88 0.88 0.88 0.88 0.88
 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88
 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88
 0.88 0.88 0.88 0.88 0.88 0.88 0.88]",0.8422
3,icdar19,type_all,37,"[{'mode': 'train', 'epoch': 37, 'iter': 10, 'lr': 1e-05, 'time': 1.64663, 'data_time': 0.79064, 'memory': 8220, 'loss_rpn_cls': 0.02643, 'loss_rpn_bbox': 0.01872, 's0.loss_cls': 0.1915, 's0.acc': 93.86719, 's0.loss_bbox': 0.01031, 's0.loss_mask': 0.18179, 's1.loss_cls': 0.15499, 's1.acc': 89.48242, 's1.loss_bbox': 0.0203, 's1.loss_mask': 0.04747, 's2.loss_cls': 0.09049, 's2.acc': 87.28516, 's2.loss_bbox': 0.02297, 's2.loss_mask': 0.01089, 'loss': 0.77587}, {'mode': 'train', 'epoch': 37, 'iter': 20, 'lr': 1e-05, 'time': 0.85247, 'data_time': 0.00985, 'memory': 8220, 'loss_rpn_cls': 0.02418, 'loss_rpn_bbox': 0.01309, 's0.loss_cls': 0.19074, 's0.acc': 93.82812, 's0.loss_bbox': 0.02168, 's0.loss_mask': 0.35298, 's1.loss_cls': 0.14864, 's1.acc': 89.76562, 's1.loss_bbox': 0.03336, 's1.loss_mask': 0.07649, 's2.loss_cls': 0.08955, 's2.acc': 86.91406, 's2.loss_bbox': 0.03268, 's2.loss_mask': 0.01988, 'loss': 1.00329}, {'mode': 'train', 'epoch': 37, 'iter': 30, 'lr': 1e-05, 'time': 0.88664, 'data_time': 0.03654, 'memory': 8375, 'loss_rpn_cls': 0.01147, 'loss_rpn_bbox': 0.00952, 's0.loss_cls': 0.07041, 's0.acc': 97.79297, 's0.loss_bbox': 0.00915, 's0.loss_mask': 0.20182, 's1.loss_cls': 0.0449, 's1.acc': 96.65039, 's1.loss_bbox': 0.02105, 's1.loss_mask': 0.08739, 's2.loss_cls': 0.03026, 's2.acc': 95.2832, 's2.loss_bbox': 0.02374, 's2.loss_mask': 0.02902, 'loss': 0.53873}, {'mode': 'train', 'epoch': 37, 'iter': 40, 'lr': 1e-05, 'time': 0.93923, 'data_time': 0.08923, 'memory': 8375, 'loss_rpn_cls': 0.01723, 'loss_rpn_bbox': 0.00756, 's0.loss_cls': 0.10025, 's0.acc': 96.68945, 's0.loss_bbox': 0.01234, 's0.loss_mask': 0.15382, 's1.loss_cls': 0.06893, 's1.acc': 95.20508, 's1.loss_bbox': 0.02199, 's1.loss_mask': 0.06073, 's2.loss_cls': 0.03677, 's2.acc': 94.08203, 's2.loss_bbox': 0.02377, 's2.loss_mask': 0.02248, 'loss': 0.52587}, {'mode': 'train', 'epoch': 37, 'iter': 50, 'lr': 1e-05, 'time': 0.94219, 'data_time': 0.08537, 'memory': 8375, 'loss_rpn_cls': 0.02095, 'loss_rpn_bbox': 0.01187, 's0.loss_cls': 0.07387, 's0.acc': 97.90039, 's0.loss_bbox': 0.01205, 's0.loss_mask': 0.21469, 's1.loss_cls': 0.04849, 's1.acc': 96.8457, 's1.loss_bbox': 0.02171, 's1.loss_mask': 0.07948, 's2.loss_cls': 0.02572, 's2.acc': 95.9375, 's2.loss_bbox': 0.02504, 's2.loss_mask': 0.02804, 'loss': 0.56192}, {'mode': 'train', 'epoch': 37, 'iter': 60, 'lr': 1e-05, 'time': 0.87612, 'data_time': 0.01058, 'memory': 8375, 'loss_rpn_cls': 0.00539, 'loss_rpn_bbox': 0.00889, 's0.loss_cls': 0.03041, 's0.acc': 98.99414, 's0.loss_bbox': 0.00766, 's0.loss_mask': 0.10448, 's1.loss_cls': 0.02062, 's1.acc': 98.71094, 's1.loss_bbox': 0.01435, 's1.loss_mask': 0.0461, 's2.loss_cls': 0.01298, 's2.acc': 98.31055, 's2.loss_bbox': 0.0177, 's2.loss_mask': 0.01856, 'loss': 0.28714}, {'mode': 'train', 'epoch': 37, 'iter': 70, 'lr': 1e-05, 'time': 0.87306, 'data_time': 0.01181, 'memory': 8375, 'loss_rpn_cls': 0.00764, 'loss_rpn_bbox': 0.01433, 's0.loss_cls': 0.03734, 's0.acc': 98.78906, 's0.loss_bbox': 0.00996, 's0.loss_mask': 0.09329, 's1.loss_cls': 0.02659, 's1.acc': 98.23242, 's1.loss_bbox': 0.01864, 's1.loss_mask': 0.05218, 's2.loss_cls': 0.01946, 's2.acc': 97.12891, 's2.loss_bbox': 0.01981, 's2.loss_mask': 0.02814, 'loss': 0.32738}, {'mode': 'train', 'epoch': 37, 'iter': 80, 'lr': 1e-05, 'time': 0.97902, 'data_time': 0.14824, 'memory': 8375, 'loss_rpn_cls': 0.0066, 'loss_rpn_bbox': 0.01245, 's0.loss_cls': 0.0448, 's0.acc': 98.80859, 's0.loss_bbox': 0.0144, 's0.loss_mask': 0.28784, 's1.loss_cls': 0.03814, 's1.acc': 98.03711, 's1.loss_bbox': 0.02039, 's1.loss_mask': 0.08719, 's2.loss_cls': 0.02604, 's2.acc': 96.96289, 's2.loss_bbox': 0.01673, 's2.loss_mask': 0.02182, 'loss': 0.5764}, {'mode': 'train', 'epoch': 37, 'iter': 90, 'lr': 1e-05, 'time': 0.87045, 'data_time': 0.01063, 'memory': 8375, 'loss_rpn_cls': 0.02602, 'loss_rpn_bbox': 0.01227, 's0.loss_cls': 0.0517, 's0.acc': 98.84766, 's0.loss_bbox': 0.01766, 's0.loss_mask': 0.19341, 's1.loss_cls': 0.03681, 's1.acc': 98.37891, 's1.loss_bbox': 0.01603, 's1.loss_mask': 0.05541, 's2.loss_cls': 0.02345, 's2.acc': 97.79297, 's2.loss_bbox': 0.01332, 's2.loss_mask': 0.02145, 'loss': 0.46751}, {'mode': 'train', 'epoch': 37, 'iter': 100, 'lr': 1e-05, 'time': 1.03907, 'data_time': 0.18975, 'memory': 8375, 'loss_rpn_cls': 0.00279, 'loss_rpn_bbox': 0.00895, 's0.loss_cls': 0.03861, 's0.acc': 98.96484, 's0.loss_bbox': 0.00963, 's0.loss_mask': 0.11126, 's1.loss_cls': 0.02267, 's1.acc': 98.63281, 's1.loss_bbox': 0.01584, 's1.loss_mask': 0.05354, 's2.loss_cls': 0.01445, 's2.acc': 98.03711, 's2.loss_bbox': 0.01349, 's2.loss_mask': 0.02066, 'loss': 0.3119}]",train,"[1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   1.
 0.93 0.94 0.94 0.94 0.95 0.95 0.95 0.95 0.96 0.96 0.96 0.96 0.96 0.96
 0.97 0.97 0.97 0.97 0.97 0.97 0.97 0.97 0.97 0.97 0.97 0.97 0.98 0.98
 0.98 0.98 0.98 0.98 0.98 0.98 0.98 0.98 0.98 0.98 0.98 0.98 0.98 0.98
 0.98 0.98 0.98 0.98 0.98 0.98 0.97 0.97 0.97 0.97 0.97 0.97 0.97 0.97
 0.97 0.97 0.97 0.97 0.97 0.97 0.96 0.96 0.96 0.96 0.96 0.96 0.96 0.96
 0.96 0.97 0.97 0.97 0.97 0.97 0.97 0.96 0.96 0.96 0.96 0.96 0.96 0.96
 0.96 0.96 0.96 0.96 0.96 0.96 0.96 0.96 0.96 0.96 0.96 0.96 0.96 0.96
 0.96 0.96 0.97 0.97 0.97 0.97 0.97 0.97 0.97 0.97 0.96 0.96 0.96 0.95
 0.94 0.95 0.95 0.95 0.95 0.95 0.95 0.95 0.95 0.95 0.95 0.95 0.95 0.95
 0.95 0.95 0.95 0.95 0.95 0.95 0.95 0.95 0.95 0.95 0.95 0.95 0.95 0.95
 0.95 0.96 0.96 0.96 0.96 0.96 0.96 0.96 0.96 0.95 0.95 0.95 0.95 0.95
 0.95 0.95 0.95 0.95 0.95 0.95 0.95 0.95 0.95 0.96 0.96 0.96 0.96 0.96
 0.96 0.96 0.96 0.96 0.96 0.96 0.96 0.96 0.96 0.96 0.96 0.96 0.96 0.96
 0.96 0.96 0.96 0.96 0.96 0.96 0.96 0.96 0.96 0.96 0.96 0.96 0.96 0.96
 0.96 0.96 0.96 0.96 0.96 0.96 0.96 0.96 0.96 0.96 0.96 0.96 0.96 0.95
 0.95 0.95 0.95 0.95 0.94 0.94 0.94 0.94 0.94 0.94 0.94 0.94 0.94 0.94
 0.94 0.94 0.94 0.94 0.94 0.94 0.94 0.94 0.94 0.94 0.94 0.94 0.94 0.94
 0.94 0.94 0.93 0.93 0.93 0.93 0.93 0.93 0.93 0.94 0.94 0.94 0.94 0.94
 0.94 0.94 0.94 0.94 0.94 0.94 0.94 0.94 0.94 0.94 0.94 0.94 0.94 0.93
 0.93 0.93 0.93 0.93 0.93 0.93 0.93 0.93 0.93 0.93 0.93 0.93 0.92 0.92
 0.92 0.92 0.92 0.92 0.92 0.92 0.92 0.92 0.91 0.91 0.91 0.91 0.91 0.91
 0.91 0.91 0.91 0.91 0.91 0.91 0.91 0.91 0.91 0.91 0.91 0.91 0.91 0.91
 0.91 0.91 0.91 0.91 0.91 0.91 0.91 0.91 0.91 0.9  0.9  0.9  0.9  0.9
 0.9  0.89 0.89 0.89]","[0.   0.01 0.01 0.01 0.02 0.02 0.02 0.02 0.03 0.03 0.03 0.04 0.04 0.04
 0.04 0.05 0.05 0.05 0.06 0.06 0.06 0.06 0.07 0.07 0.07 0.08 0.08 0.08
 0.09 0.09 0.09 0.09 0.1  0.1  0.1  0.11 0.11 0.11 0.12 0.12 0.12 0.13
 0.13 0.13 0.13 0.14 0.14 0.14 0.15 0.15 0.15 0.16 0.16 0.16 0.17 0.17
 0.17 0.17 0.18 0.18 0.18 0.19 0.19 0.19 0.19 0.2  0.2  0.2  0.2  0.21
 0.21 0.21 0.22 0.22 0.22 0.23 0.23 0.23 0.23 0.24 0.24 0.24 0.24 0.25
 0.25 0.25 0.26 0.26 0.26 0.27 0.27 0.27 0.27 0.28 0.28 0.28 0.28 0.29
 0.29 0.29 0.3  0.3  0.3  0.31 0.31 0.31 0.31 0.32 0.32 0.32 0.33 0.33
 0.33 0.34 0.34 0.34 0.35 0.35 0.35 0.35 0.36 0.36 0.36 0.36 0.37 0.37
 0.37 0.37 0.37 0.38 0.38 0.38 0.39 0.39 0.39 0.39 0.4  0.4  0.4  0.41
 0.41 0.41 0.42 0.42 0.42 0.43 0.43 0.43 0.43 0.44 0.44 0.44 0.45 0.45
 0.45 0.46 0.46 0.46 0.46 0.47 0.47 0.47 0.48 0.48 0.48 0.48 0.49 0.49
 0.49 0.5  0.5  0.5  0.5  0.51 0.51 0.51 0.52 0.52 0.52 0.53 0.53 0.53
 0.54 0.54 0.54 0.54 0.55 0.55 0.55 0.56 0.56 0.56 0.57 0.57 0.57 0.57
 0.58 0.58 0.58 0.59 0.59 0.59 0.6  0.6  0.6  0.61 0.61 0.61 0.61 0.62
 0.62 0.62 0.63 0.63 0.63 0.64 0.64 0.64 0.65 0.65 0.65 0.65 0.65 0.65
 0.65 0.66 0.66 0.66 0.66 0.66 0.66 0.67 0.67 0.67 0.68 0.68 0.68 0.69
 0.69 0.69 0.69 0.7  0.7  0.7  0.7  0.71 0.71 0.71 0.71 0.72 0.72 0.72
 0.72 0.73 0.73 0.73 0.73 0.74 0.74 0.74 0.75 0.75 0.75 0.76 0.76 0.76
 0.76 0.77 0.77 0.77 0.78 0.78 0.78 0.79 0.79 0.79 0.8  0.8  0.8  0.8
 0.8  0.8  0.81 0.81 0.81 0.82 0.82 0.82 0.82 0.82 0.83 0.83 0.83 0.83
 0.83 0.83 0.83 0.83 0.84 0.84 0.84 0.85 0.85 0.85 0.85 0.85 0.86 0.86
 0.86 0.86 0.87 0.87 0.87 0.87 0.88 0.88 0.88 0.88 0.89 0.89 0.89 0.89
 0.9  0.9  0.9  0.91 0.91 0.91 0.91 0.92 0.92 0.92 0.92 0.92 0.92 0.92
 0.92 0.92 0.92 0.93]",0.8887999999999999
